customerID,SeniorCitizen,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3354-WSVEA,1,11,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,Credit card,40.31,431.91,No
1556-OUXYP,1,10,Yes,Yes,Yes,Yes,Yes,No,No,No,Two year,Bank transfer,70.61,739.94,No
6680-HAFBR,0,33,Yes,Yes,Yes,No,No,Yes,No,No,Two year,Mailed check,113.49,3696.17,No
5527-UDXSX,0,37,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Mailed check,117.67,4306.34,Yes
6835-IQPEC,0,50,No,Yes,Yes,Yes,No,No,No,No,Month-to-month,Electronic check,42.11,2092.94,No
6851-CCBQY,0,29,Yes,Yes,Yes,No,No,No,Yes,No,Month-to-month,Bank transfer,23.01,742.17,No
5472-DNMPL,0,66,Yes,Yes,No,No,No,No,Yes,No,Two year,Mailed check,33.67,2230.38,No
5788-IXNIA,0,34,Yes,Yes,No,No,No,Yes,Yes,Yes,One year,Credit card,24.46,817.87,No
7107-JGMMU,0,9,Yes,No,Yes,No,Yes,Yes,No,No,Month-to-month,Credit card,37.9,418.31,No
5882-SQWAJ,0,8,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Credit card,75.99,593.57,Yes
7437-DLKUZ,0,71,Yes,No,No,No,No,No,Yes,No,Two year,Credit card,111.07,7997.71,No
1956-FUEMY,0,9,Yes,No,No,Yes,No,No,No,No,Month-to-month,Mailed check,72.8,629.64,No
9776-YDDEU,0,69,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,Mailed check,81.85,5597.06,No
2611-LVMYM,0,20,Yes,No,Yes,No,No,No,No,Yes,Month-to-month,Bank transfer,38.59,763.48,Yes
4417-ZOEQU,1,6,Yes,No,No,Yes,Yes,Yes,No,No,Month-to-month,Mailed check,99.66,585.51,Yes
8545-ACQTQ,0,22,Yes,No,No,No,Yes,Yes,Yes,Yes,Two year,Mailed check,81.01,1741.83,No
4445-TPYJT,0,44,Yes,Yes,No,No,No,No,Yes,No,One year,Bank transfer,106.14,4800.26,No
2293-TTGBZ,1,31,Yes,Yes,No,Yes,Yes,No,No,No,Month-to-month,Mailed check,114.78,3574.11,Yes
1688-MAKVN,1,57,Yes,No,No,No,No,No,Yes,No,Month-to-month,Credit card,53.49,3072.14,No
3157-KCPAJ,0,44,Yes,No,Yes,No,No,No,Yes,Yes,One year,Electronic check,27.24,1175.47,No
1546-GBYUY,0,29,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-month,Mailed check,41.04,1161.28,No
7147-MEZXK,0,46,Yes,No,No,No,No,No,No,Yes,Month-to-month,Bank transfer,62.66,2933.64,No
3030-KKXBQ,0,70,Yes,Yes,Yes,Yes,No,Yes,No,No,Month-to-month,Credit card,114.46,7928.41,No
7916-TFKIK,0,30,Yes,No,No,Yes,No,No,No,No,One year,Bank transfer,56.59,1640.56,No
1783-CAZKF,0,11,Yes,No,No,No,Yes,No,No,No,Two year,Electronic check,96.62,1050.45,No
8178-MJCKQ,0,29,Yes,No,No,Yes,No,No,No,Yes,One year,Mailed check,73.13,2188.32,No
6610-KPTYN,0,61,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-month,Credit card,36.65,2216.92,No
3049-DEAOF,0,15,Yes,Yes,No,No,Yes,No,No,Yes,One year,Mailed check,50.71,781.46,No
3034-SIVDI,0,69,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,Mailed check,84.63,5840.86,No
1464-NDGTW,0,42,Yes,No,Yes,No,No,Yes,No,Yes,Two year,Electronic check,86.63,3703.27,No
5908-ZTTZC,0,43,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Bank transfer,62.35,2601.81,Yes
3089-LQZCF,0,23,Yes,Yes,No,Yes,No,Yes,No,No,Month-to-month,Electronic check,41.32,987.16,No
3683-RYYTU,0,67,Yes,Yes,No,No,No,No,No,No,Month-to-month,Mailed check,91.63,6129.27,No
4739-PENHY,0,2,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Bank transfer,35.23,116.7,No
4307-KKXYL,0,21,Yes,No,No,No,No,Yes,Yes,No,Month-to-month,Credit card,113.54,2343.38,No
9960-TWXIO,0,30,Yes,No,Yes,Yes,No,No,No,Yes,One year,Electronic check,37.17,1116.32,No
3565-IMBFV,1,34,Yes,No,No,No,No,No,Yes,Yes,One year,Mailed check,28.95,979.17,No
2491-QTGLW,0,34,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Two year,Electronic check,68.76,2287.72,No
8518-XQXKP,0,10,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,Mailed check,70.99,645.88,Yes
7004-ZJWNC,0,16,Yes,No,No,Yes,Yes,No,Yes,No,Month-to-month,Credit card,69.84,1088.42,Yes
6899-ZLOYX,0,6,Yes,No,No,Yes,No,No,No,No,Month-to-month,Mailed check,62.54,381.74,No
4600-TQQSI,0,41,Yes,No,Yes,No,No,Yes,Yes,No,Month-to-month,Mailed check,119.47,4860.42,No
3743-AWHRR,0,25,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,Mailed check,67.6,1673.5,No
7330-WWAVF,1,41,No,No,No,No,Yes,No,No,No,Two year,Credit card,66.75,2642.46,No
6807-RBHXD,0,43,Yes,No,No,Yes,No,No,Yes,No,Two year,Bank transfer,61.02,2605.33,No
3086-CEQVP,0,51,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,Bank transfer,24.82,1317.0,No
3560-WJIND,0,39,Yes,,No,Yes,No,No,No,No,One year,Credit card,78.48,3095.98,No
4206-UPZUJ,0,47,Yes,No,Yes,Yes,No,No,No,No,One year,Bank transfer,41.25,1934.4,Yes
7899-WQTNX,0,42,Yes,No,No,No,No,Yes,No,No,Month-to-month,Bank transfer,83.04,3499.86,No
3138-LGCQD,0,47,Yes,No,Yes,No,No,No,No,Yes,One year,Bank transfer,23.19,1048.52,No
3035-TGWBL,0,45,Yes,No,No,No,Yes,Yes,No,No,Month-to-month,Bank transfer,118.1,5395.72,Yes
1604-BUBXP,0,23,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Electronic check,65.84,1617.71,No
5342-XKKKQ,1,17,Yes,Yes,Yes,No,Yes,Yes,No,No,Two year,Mailed check,109.47,1869.23,No
8624-OHXPV,0,57,Yes,No,No,No,No,Yes,No,No,One year,Credit card,66.51,3920.6,No
4890-FYRIW,1,25,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Electronic check,24.15,569.74,Yes
1081-YPPAE,0,40,Yes,Yes,No,No,No,No,No,No,Month-to-month,Credit card,101.87,4012.25,No
7484-ODRTH,1,14,Yes,No,No,Yes,No,No,Yes,No,Two year,Bank transfer,84.11,1142.06,No
7203-ZMFZX,0,31,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Mailed check,97.74,3018.97,No
5111-LVAIO,0,38,Yes,Yes,Yes,No,No,No,No,Yes,Two year,Electronic check,61.67,2459.06,Yes
6885-QJWQO,0,45,Yes,No,No,Yes,Yes,No,No,Yes,Two year,Credit card,83.07,3724.09,No
9447-CSYRO,0,38,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-month,Electronic check,105.34,3959.94,No
4279-HOXMD,0,26,Yes,No,No,Yes,No,No,No,Yes,One year,Bank transfer,82.37,2096.7,No
5352-CYNFQ,0,70,Yes,Yes,No,Yes,Yes,No,No,No,One year,Electronic check,53.46,3799.2,No
5839-NPYWG,0,37,Yes,No,No,Yes,No,Yes,Yes,Yes,One year,Credit card,85.58,3216.33,No
5376-DCXLI,0,18,Yes,Yes,Yes,No,No,Yes,No,No,Two year,Electronic check,50.55,902.93,No
3319-QAGFU,0,48,Yes,Yes,No,No,No,No,Yes,No,Two year,Credit card,93.83,4512.9,No
5870-TDMFD,0,36,Yes,Yes,No,Yes,No,Yes,No,Yes,Two year,Electronic check,42.97,1463.79,No
6781-GCXIX,0,1,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,Credit card,28.19,8.79,No
2020-PEKOA,0,6,Yes,Yes,No,No,No,Yes,No,Yes,One year,Bank transfer,106.0,567.08,No
